epoch,cpu_temperature,cpu_usage,ram_usage,storage_usage
1728425958.215714,43.816,0.0,14.1,45.80231328117008
1728426019.3657374,42.355,13.1,14.1,45.80231328117008
1728426080.523818,43.329,0.3,14.1,45.802326464362665
1728426141.6415267,43.329,0.5,14.1,45.80231328117008
1728426202.838797,42.842,0.5,14.1,45.80235283074784
1728426263.9721818,42.355,0.8,14.2,45.80235283074784
1728426325.1308086,43.816,10.0,14.1,45.80233964755526
1728426386.244274,43.816,0.3,14.1,45.80235283074784
1728426447.4854681,43.329,0.7,14.0,45.80241874671079
1728426508.604664,42.842,0.5,14.1,45.80241874671079
1728426569.7752962,43.329,0.5,14.1,45.80245829628856
1728426630.932121,43.329,5.1,14.1,45.80248466267374
1728426692.092174,42.842,0.2,14.1,45.80248466267374
1728426753.2074285,43.329,0.0,14.1,45.80249784586633
1728426814.4038846,43.329,0.3,14.1,45.80252421225151
1728426875.5220664,42.355,0.5,14.1,45.8025373954441
1728426936.6686904,42.355,0.7,14.1,45.8025373954441
1728426997.783367,42.355,5.1,14.1,45.8025373954441
1728427058.9854507,43.329,0.0,14.1,45.80257694502187
1728427120.0981305,42.842,0.3,14.1,45.80259012821446
1728427181.2502904,42.355,1.2,14.1,45.80264286098482
1728427242.413979,42.842,0.3,14.1,45.80264286098482
1728427303.5563278,42.842,9.8,14.2,45.80264286098482
1728427364.6762006,42.842,0.0,14.1,45.802656044177404
1728427425.8961027,43.329,0.5,14.1,45.80266922737
1728427487.0093668,43.329,0.5,14.1,45.80266922737
1728427548.1658762,43.329,1.0,14.1,45.80268241056258
1728427609.3250134,43.816,15.1,14.1,45.802695593755175
1728427670.5251453,43.329,0.0,14.2,45.802695593755175
1728427731.6509066,42.355,0.5,14.2,45.802695593755175
1728427792.9204314,43.329,0.0,14.1,45.80272196014035
1728427854.0770466,41.868,0.8,14.1,45.80272196014035
1728427915.2504988,42.842,12.9,14.1,45.80274832652553
1728427976.3631673,44.303,0.5,14.2,45.80277469291072
1728428037.5464525,42.842,0.5,14.2,45.80277469291072
1728428098.6675878,43.329,1.5,14.2,45.802761509718124
1728428159.8117602,43.816,0.5,14.2,45.802761509718124
1728428220.973648,42.842,9.0,14.2,45.802761509718124
1728428282.1861308,42.355,0.3,14.2,45.802761509718124
1728428343.3851185,41.868,0.5,14.2,45.80280105929589
1728428404.636222,43.329,1.5,14.1,45.80281424248848
1728428465.8078923,43.816,0.5,14.1,45.80282742568107
1728428526.9547403,43.329,6.4,14.2,45.80284060887366
1728428588.0705202,43.329,0.3,14.2,45.80282742568107
1728428649.2486784,43.329,0.5,14.3,45.80284060887366
1728428710.363573,43.329,0.0,14.2,45.80284060887366
1728428771.5241485,42.842,0.5,14.2,45.80285379206625
1728428832.7146785,42.355,4.3,14.3,45.80286697525884
1728428893.8333166,43.816,3.8,14.3,45.80288015845143
1728428954.9745533,43.329,0.3,14.3,45.80286697525884
1728429016.0872688,43.329,0.5,14.3,45.802893341644015
1728429077.2644694,44.303,0.3,14.3,45.80288015845143
1728429138.3847666,42.842,2.2,14.3,45.80288015845143
1728429199.5367126,43.816,9.5,14.3,45.80290652483661
1728429260.686705,44.303,0.5,14.4,45.802932891221786
1728429321.8296673,43.816,2.5,14.4,45.803064723147685
1728429382.9435432,42.842,2.0,14.2,45.72242313407729
1728429444.136987,48.686,87.9,19.0,45.72259451558095
1728429505.2420132,43.816,13.5,20.3,45.72271316431426
1728429566.390605,43.329,1.8,19.2,45.722844996240156
1728429627.5448923,43.816,3.8,19.1,45.722765897084614
1728429688.6882896,43.329,1.5,19.3,45.661042189380254
1728433617.9706872,42.842,0.3,10.0,45.71929871743356
1728437219.6803412,43.816,0.0,9.9,45.720010609833395
1728440821.0902514,43.329,0.7,9.9,45.72072250223324
1728444422.7878718,41.381,0.3,9.9,45.7213948450553
1728448023.830239,41.868,12.1,9.9,45.722106737455135
1728451627.7534058,42.355,13.1,9.9,45.72268679792908
1728455229.7433295,41.381,0.3,10.0,45.723372323943735
1728458831.5565276,40.407,1.0,9.9,45.72409739953616
1728462432.746312,40.894,0.3,10.0,45.72479610874341
1728466034.6011143,40.894,0.7,9.8,45.72541571879512
1728469636.5036864,40.407,0.3,10.0,45.72614079438754
1728489639.1791177,46.738,0.0,8.9,45.593860639943806
1728493261.1125035,55.504,4.5,10.9,45.63627097050445
1728493283.1699018,54.043,1.8,10.9,45.63650826797107
1728493305.213572,55.504,8.8,11.0,45.637101511637596
1728493332.2757607,55.504,0.8,11.0,45.63754974018564
1728493359.3324149,54.53,1.5,11.0,45.63787932000038
1728493386.3825684,55.991,0.5,11.0,45.63819571662253
1728493413.4421895,55.504,2.8,11.0,45.63844619728173
1728493440.4996526,55.504,13.6,11.0,45.63882850986683
1728493467.5581374,53.556,10.2,11.1,45.6391185401038
1728493494.6140363,55.991,0.2,11.1,45.63969860057774
1728493526.6999118,55.017,0.8,11.1,45.64002818039248
1728493558.776154,54.043,8.7,11.1,45.64043685936275
1728493590.855798,55.017,4.8,11.1,45.64067415682937
1728493622.924439,54.53,1.5,11.2,45.641056469414465
1728493654.9900467,55.017,0.3,11.2,45.64139923242179
1728493687.0653608,55.017,10.9,11.2,45.64188701054761
1728493719.1325045,55.504,0.5,11.2,45.64250662059931
1728493756.2160115,55.017,2.0,11.2,45.64286256679924
1728493793.3220124,54.043,13.1,11.3,45.64336352811764
1728493830.3977408,55.504,0.8,11.3,45.643785390280506
1728493867.4708998,54.53,0.5,11.3,45.644246802021144
1728493904.5464344,55.504,2.3,11.3,45.64502461038393
1728493946.6477942,55.017,13.7,11.3,45.64560467085787
1728493988.7381322,54.53,2.7,11.3,45.64602653302073
1728494030.83468,54.53,0.8,11.3,45.64656704391691
1728494072.930415,55.017,2.5,11.4,45.64713392119826
1728494115.0162518,54.53,0.5,11.4,45.647872179983274
1728494162.123529,55.504,1.3,11.4,45.64835995810908
1728494209.233948,55.991,0.3,11.5,45.648940018583026
1728494256.3375301,55.504,2.5,11.5,45.6496123614051
1728494303.430828,55.017,0.5,11.5,45.650429719345645
1728494355.6460516,55.017,1.0,11.6,45.65106251258995
1728494407.7631123,55.504,1.2,11.6,45.65161620667871
1728494459.899797,55.017,1.5,11.6,45.652169900767475
1728494512.0314143,54.53,13.9,11.6,45.653000441900616
1728494569.1802235,54.53,2.3,11.6,45.680711512723896
1728494626.3287847,54.043,1.0,11.7,45.681528870664444
1728494683.4438186,53.556,1.3,11.7,45.68218803029392
1728494740.5650322,54.043,0.5,11.7,45.68326905208627
1728494802.7047832,54.53,0.8,11.8,45.68402049406387
1728494864.837739,55.017,15.7,11.9,45.68485103519701
1728494926.9883423,54.043,1.8,11.8,45.68583977464124
1728494994.1860516,54.043,9.9,11.9,45.686723048544735
1728495061.3226473,54.043,7.8,12.4,45.68773815437413
1728495128.4577906,54.043,0.8,13.0,45.68872689381835
1728495200.6170726,54.043,0.8,13.1,45.68957061814408
1728495272.7833,54.043,2.5,13.2,45.69040115927722
1728495378.6629727,53.556,0.2,14.6,45.6877777039519
1728501470.4834046,47.712,0.7,8.7,45.71244345728698
1728505071.7977343,42.355,0.2,8.8,45.712693937946185
1728508673.764247,38.946,13.4,8.6,46.289682728013865
1728512275.0106332,36.998,0.3,8.7,46.28993320867306
1728515877.0691907,35.537,0.0,8.7,46.29018368933227
1728519478.4455125,36.511,0.5,8.7,46.2903946204137
1728523080.1931553,35.537,0.5,8.8,46.29061873468772
1728526681.5101178,35.537,0.5,8.8,46.29086921534692
1728530282.7615647,36.024,12.7,8.7,46.29105378004318
1728533884.6246638,36.024,0.2,8.6,46.29129107750979
1728537486.4520457,32.128,0.0,8.7,46.2915283749764
1728541088.3191428,34.076,1.0,8.7,46.29175248925043
1728544690.206612,34.563,0.0,8.7,46.29198978671704
1728548291.980223,35.05,0.5,8.7,46.29221390099106
1728551893.4169133,34.563,0.3,8.7,46.29242483207249
1728555494.8324246,35.05,12.3,8.6,46.2926621295391
1728559096.6977987,37.972,0.3,8.7,46.292873060620536
1728562698.1330233,40.407,0.3,8.7,46.32017545247354
1728566300.0200024,37.972,0.0,8.7,46.32043911632533
1728569901.1773033,38.459,0.3,8.7,46.32063686421417
1728573502.7688422,41.868,0.0,8.6,46.32086097848819
1728577104.2909644,43.329,12.9,8.6,46.32108509276222
1728580706.23397,47.712,0.3,8.7,46.321309207036236
1728584308.0979683,46.738,0.2,8.7,46.32155968769544
1728587909.4792883,45.277,0.2,8.8,46.32179698516205
1728591511.545305,42.842,0.3,8.8,46.32202109943608
1728595112.9683223,40.407,7.5,9.2,46.322271580095276
1728598714.7357323,37.485,0.5,8.8,46.32246932798412
1728602316.3587115,37.972,13.1,8.8,46.32271980864333
1728605918.2682679,37.485,0.5,8.8,46.32295710610993
1728609519.5638149,36.024,0.7,8.8,46.32316803719137
1728613121.588625,37.972,0.0,8.7,46.32343170104316
1728616723.1290052,36.998,1.0,8.7,46.32365581531718
1728620324.8019845,36.024,0.0,8.8,46.323866746398615
1728623926.7432437,36.024,0.8,8.8,46.324104043865226
1728627528.5370457,36.024,10.7,8.8,46.32432815813925
1728631129.9884648,35.537,0.0,8.8,46.324539089220686
1728634731.8908017,35.05,0.3,8.7,46.324802753072476
1728638333.91653,36.998,0.3,8.8,46.32501368415391
1728641935.5641274,40.894,0.5,8.7,46.32525098162052
1728645537.3491337,44.79,0.2,8.8,46.32547509589454
1728649138.675227,46.738,6.9,8.7,46.32571239336116
1728652740.6801052,49.66,7.2,8.7,46.325923324442584
1728656341.877839,48.199,0.8,8.8,46.3261606219092
1728659943.7555609,46.251,0.3,8.8,46.326397919375815
1728663545.445922,47.225,0.2,8.8,46.32671431599796
1728667146.7321951,47.712,0.7,8.7,46.32693843027199
1728670748.4729078,49.66,0.0,8.7,46.327162544546006
1728674350.1677656,44.303,13.4,8.7,46.32739984201262
1728677952.1098077,40.407,0.0,8.7,46.32765032267182
1728681553.4706228,38.946,0.5,8.8,46.327861253753255
1728685154.8312674,39.92,0.3,8.8,46.32811173441246
1728688756.8597732,35.05,1.8,8.7,46.328322665493886
1728692360.5375695,36.024,0.5,8.8,46.32854677976791
1728695962.2738447,35.537,0.0,8.9,46.32879726042711
1728699563.5989928,36.511,6.1,8.8,46.32900819150855
1728703165.0993996,34.563,2.3,8.8,46.329245488975154
1728706766.4293253,36.024,1.2,8.8,46.32946960324919
1728710368.452895,36.024,0.2,8.8,46.329693717523206
1728713970.1197011,35.537,0.5,8.8,46.329957381374996
1728717571.8866613,35.537,0.3,8.8,46.33016831245643
1728721173.421404,35.537,0.0,8.8,46.33037924353786
1728724775.1090362,36.511,12.9,8.8,46.330616541004474
1728728376.258319,42.355,0.7,8.8,46.3308406552785
1728731977.4321144,44.79,0.2,8.8,46.33107795274511
1728735579.3113348,45.764,0.2,8.7,46.33130206701913
1728739180.8831177,48.199,0.5,8.9,46.33242263838925
1728742782.606993,50.147,7.5,9.3,46.332673119048444
1728746384.4662502,50.634,12.4,8.9,46.33288405012988
1728749986.2911673,51.121,0.5,8.9,46.3331081644039
1728753588.0318844,54.043,0.0,8.9,46.333345461870515
1728757189.2338514,56.478,0.2,8.9,46.33359594252971
1728760790.8659213,55.504,1.0,8.9,46.33383323999633
1728764392.0424333,52.582,0.0,8.9,46.36105653269379
1728767993.906794,44.303,6.1,8.9,46.36125428058263
1728771595.4853127,39.433,2.8,8.9,46.361517944434425
1728775196.9653075,39.92,0.7,8.9,46.361821157863986
1728778798.6876013,38.946,1.5,9.0,46.36195298978988
1728782400.4040122,39.433,0.8,8.9,46.36220347044908
1728786002.0112042,36.511,0.0,8.9,46.36240121833793
1728789603.9040687,35.537,0.2,8.9,45.884444571003094
1728793205.9459279,34.563,11.1,8.9,45.88472141804748
1728796807.7117352,33.589,0.3,9.0,45.884945532321495
1728800409.4165773,32.128,0.0,9.0,45.885248745751056
1728804011.1114993,32.128,0.2,8.9,45.885472860025075
1728807612.884416,33.589,0.7,8.9,45.885841989417585
1728811214.2866151,33.589,0.2,8.9,45.88609247007679
1728814816.2184968,37.485,0.0,8.9,45.88630340115822
1728818417.3179567,41.381,8.4,9.0,45.886540698624835
1728822018.7412462,46.738,0.5,8.9,45.88676481289885
1728825620.3259027,52.095,0.8,8.9,45.88700211036547
1728829222.3888924,54.043,0.2,11.4,45.892657699986394
1728832823.7515256,54.53,0.2,12.1,45.893264126845516
1728836425.46495,56.478,0.3,12.0,45.893857370512045
1728840034.541674,57.939,0.7,9.9,45.93555580867285
1728840051.5781507,59.4,3.3,9.9,45.935793106139464
1728840068.6205945,58.426,1.0,10.0,45.93595130445054
1728840085.6552455,59.4,14.5,10.0,45.93647863215412
1728840107.7066216,59.4,3.5,10.0,45.93674229600592
1728840129.7558794,58.913,1.8,10.0,45.937071875820656
1728840151.8053803,58.426,3.2,10.0,45.93730917328727
1728840173.8522925,57.939,5.2,10.0,45.937691485872364
1728840195.8952959,59.4,0.8,10.0,45.93800788249452
1728840217.9466476,58.426,1.3,10.1,45.938126531227816
1728840239.996731,59.4,3.3,10.1,45.93846929423515
1728840262.0503874,58.913,13.9,10.1,45.93874614127953
1728840284.1081767,59.4,5.3,10.1,45.93918118663499
1728840311.1686492,57.452,0.3,10.1,45.939589865605264
1728840338.2321334,58.426,2.3,10.1,45.93986671264964
1728840365.291873,58.426,1.0,10.1,45.94018310927179
1728840392.349215,58.913,16.4,10.1,45.94059178824207
1728840419.4084532,58.426,1.0,10.2,45.94096091763458
1728840446.4712474,57.939,2.0,10.2,45.941356413412265
1728840473.5289133,57.939,5.8,10.2,45.94177827557513
1728840500.586507,58.426,1.8,10.2,45.942318786471304
1728840532.6550481,58.426,10.9,10.3,45.94271428224899
1728840565.7562861,58.426,2.3,10.3,45.943043862063725
1728840597.8292727,58.913,3.2,10.3,45.94349209061178
1728840629.9075284,58.426,0.8,10.4,45.9438348536191
1728840661.9799764,58.913,8.6,10.4,45.9442171662042
1728840694.0571017,58.426,2.8,10.3,45.944876325833675
1728840731.1371617,58.913,0.5,10.3,45.94536410395949
1728840768.2221622,57.939,9.7,10.3,45.94585188208531
1728840805.3077579,59.887,2.0,10.4,45.94633966021112
1728840842.393209,58.426,1.7,10.4,45.9467483391814
1728840879.4858978,59.4,0.2,10.4,45.94719656772944
1728840916.5689006,57.939,3.2,10.3,45.94798755928482
1728840958.6598165,58.913,1.0,10.4,45.94848852060322
1728841000.7641273,58.913,8.8,10.5,45.94909494746234
1728841042.8515882,58.913,1.0,10.5,45.949569542395565
1728841084.9502113,59.887,1.5,10.5,45.977109231715175
1728841127.0425212,58.426,2.8,10.6,45.97792658965572
1728841174.1483018,58.913,0.5,10.6,45.97845391735931
1728841221.300906,58.913,10.1,10.6,45.978941695485126
1728841268.403295,58.426,0.3,10.7,45.97958767192201
1728841315.5041668,58.426,2.5,10.7,45.980536861788465
1728841367.7078073,58.426,1.7,10.6,45.9811169222624
1728841419.8555825,58.913,1.0,10.6,45.981762898699294
1728841471.96275,58.426,7.3,10.7,45.98247479109913
1728841524.0742016,58.913,1.5,10.7,45.983384431387805
1728841581.2040818,58.426,13.9,10.8,45.98400404143952
1728841638.3233106,59.4,3.3,10.8,45.98476866660972
1728841695.4493587,58.426,1.3,11.2,45.98540145985402
1732995021.0978181,54.53,3.5,10.4,46.35003538368891
1728841757.5819976,58.426,12.1,10.9,45.98636383291305
1728841819.7101126,57.939,3.0,10.9,45.987141641275834
1728841881.844495,59.4,0.5,11.0,45.98791944963862
1728841943.9832523,59.4,0.8,11.0,45.98910593697168
1728842011.1354146,58.426,3.0,11.0,45.98992329491224
1728842078.2944093,58.426,0.3,11.0,45.99070110327502
1728842145.4478521,57.939,3.3,11.1,46.018781303490805
1728842217.6352324,58.913,12.1,11.1,46.01970412697207
1728842289.8135612,58.426,0.5,11.2,46.02046875214227
1728842361.9717047,57.939,0.5,11.3,46.02158932351238
1728842439.1526523,58.426,3.0,11.3,46.02249896380106
1728842516.3444123,56.965,1.0,11.3,46.02368545113412
1728842598.5395722,57.939,6.8,11.3,46.02470055696352
1728842680.7346401,56.478,0.7,11.4,46.02584749471881
1728842762.9235904,57.452,0.0,11.5,46.02731082909626
1728842850.127334,56.478,8.8,11.5,46.02847095004414
1728842937.3259192,56.478,0.8,11.5,46.029762902917916
1728843029.529946,56.478,13.7,11.6,46.03093620705839
1728843121.7504213,54.53,3.7,11.6,46.03241272462842
1728843219.0031497,55.504,7.1,11.7,46.03355966238371
1728843316.2434642,55.017,7.8,11.7,46.034983447183386
1728843418.4622984,55.017,18.3,12.4,46.03663134625708
1728843522.4890416,53.556,1.2,12.9,46.03827924533078
1728843629.725362,55.017,8.2,13.1,46.039571198204555
1728843931.051027,55.991,3.0,15.8,46.04298564508525
1728844038.591507,56.965,1.3,14.9,46.04439624669234
1728844161.5889342,57.939,0.3,16.0,46.04223420310765
1728847776.9109275,59.887,5.0,13.3,46.049274027950474
1728847793.943306,58.426,0.0,13.3,46.04952450860968
1728847810.970227,58.913,16.5,13.3,46.04972225649852
1728847828.0083945,57.939,0.3,13.3,46.04985408842442
1728847845.0424128,56.965,4.0,13.3,46.05018366823916
1728847862.148001,57.452,1.0,13.3,46.050341866550234
1728847879.1819372,57.939,1.8,13.3,46.050579164016845
1728847896.2211254,57.452,0.0,13.3,46.05068462955756
1728847913.2536943,58.426,1.0,13.3,46.050948293409355
1728847930.2857788,58.426,0.5,13.3,46.05118559087597
1728847947.3194263,57.452,1.5,13.3,46.0513965219574
1728847964.3589926,58.426,11.8,13.2,46.051844750505445
1728847986.4026656,58.913,11.0,13.2,46.05201613200911
1728848008.4807572,56.478,7.2,13.2,46.052332528631254
1728848030.5234149,56.965,2.2,13.2,46.05266210844599
1728848052.5729208,57.452,7.0,13.2,46.05293895549038
1728848074.618198,57.452,1.3,13.2,46.05318943614958
1728848096.662221,56.478,0.7,13.2,46.05343991680878
1728848118.708136,57.939,1.0,13.2,46.05388814535682
1728848140.7510018,58.913,15.2,13.2,46.05409907643826
1728848162.7953308,57.452,0.7,13.2,46.05445502263818
1728848189.8477185,57.939,1.5,13.2,46.05474505287515
1728848216.9009364,55.991,3.0,13.2,46.05511418226766
1728848243.9498265,56.965,2.8,13.3,46.05537784611945
1728848271.0013812,57.452,9.4,13.3,46.055799708282315
1728848298.0518208,56.965,3.0,13.3,46.05620838725259
1728848325.116073,55.991,0.3,13.2,46.056498417489564
1728848352.2242992,57.452,13.7,13.2,46.05688073007465
1728848379.2751799,56.478,0.3,13.2,46.05744760735601
1728848411.344985,56.965,13.9,13.2,46.0578431031337
1728848443.414199,56.965,7.3,13.2,46.058159499755845
1728848475.4784033,56.965,6.3,13.2,46.058660461074254
1728848507.5397272,57.939,0.8,13.2,46.05917460558525
1728848539.5977886,57.939,0.5,13.3,46.0596096509407
1728848571.662789,55.991,9.0,13.1,46.06018971141464
1728848608.736441,56.965,1.8,13.1,46.06061157357751
1728848645.8802462,56.478,3.8,13.1,46.06127073320699
1728848682.952275,57.452,13.2,13.2,46.06170577856244
1728848720.025444,56.965,4.0,13.2,46.062114457532715
1728848757.1019623,56.965,5.8,13.2,46.06257586927335
1728848794.1727283,56.965,1.0,13.2,46.063261395288016
1728848836.2538526,57.452,4.8,13.1,46.063749173413825
1728848878.3368595,56.478,8.8,13.2,46.06436878346554
1728848920.418016,56.478,1.2,13.2,46.0649224775543
1728848962.5017655,55.991,4.8,13.2,46.065542087606005
1728849009.6027682,55.991,0.3,13.2,46.0661880640429
1728849057.4729514,55.504,1.8,13.3,46.066807674094605
1728849104.604474,54.53,2.2,13.3,46.067216353064886
1728849151.7019536,53.556,1.3,13.3,46.06786232950177
1728849198.79114,55.017,0.5,13.2,46.068574221901606
1728849250.885981,55.017,1.3,13.3,46.0693388470718
1728849302.985801,54.043,1.0,13.2,46.07003755627905
1728849355.0867527,53.069,1.2,13.2,46.07055170079004
1728849407.1904223,54.53,10.1,13.6,46.071553623426844
1728849464.5308206,55.017,7.3,13.9,46.07245008052294
1728849521.6355152,53.556,1.3,14.0,46.073069690574656
1728849578.7505906,52.582,1.8,14.3,46.07404524682628
1728849640.8702009,53.556,1.3,14.6,46.075020803077905
1728849726.2471967,53.069,0.5,15.2,46.07494170392237
1728853328.1779327,46.738,1.0,12.6,46.056933462845016
1728856929.787823,42.355,0.3,12.6,46.05715757711904
1728860531.3122478,38.946,0.2,12.6,46.05738169139306
1728864133.330747,36.511,4.3,12.6,46.05760580566709
1728867735.2374084,35.05,8.7,12.5,46.05781673674852
1728871337.0586746,36.024,0.5,12.6,46.05805403421513
1728874939.1229334,34.076,0.2,13.7,46.05827814848915
1728878540.3229363,33.589,0.8,12.6,46.05851544595577
1728882142.1379843,34.563,0.5,12.6,46.05877910980756
1728885743.2912083,33.102,0.0,12.6,46.05904277365935
1728889345.317801,33.589,9.9,12.7,46.05926688793337
1728892947.2376292,32.615,3.5,12.6,46.05951736859257
1728896549.207132,34.563,0.3,12.6,46.05974148286659
1728900150.6382701,39.433,0.3,12.7,46.06001832991098
1728903752.586057,44.79,0.5,12.6,46.06022926099241
1728907354.300477,50.147,0.2,12.6,46.060453375266434
1728910956.1639152,50.634,1.3,12.6,46.0607434055034
1728914557.5169983,51.121,12.3,12.6,46.06090160381448
1728918158.889817,53.069,0.8,12.6,46.061152084473676
1728921760.3838046,55.504,0.2,12.6,46.08836219397855
1728925376.3281202,55.504,1.8,13.0,46.15411995861532
1728925433.4559555,56.478,1.0,13.0,46.15504278209659
1728925495.6039612,58.426,0.8,13.0,46.155978788770454
1728925557.740094,58.426,1.0,13.1,46.15683569628877
1728925619.8906493,56.478,1.8,13.1,46.15792990127371
1728925687.0453463,55.504,1.2,13.2,46.158931823910514
1728925754.2169166,55.504,1.5,13.2,46.15981509781402
1728925821.368144,55.504,3.5,13.2,46.187895298029794
1728925893.5208876,55.991,2.5,13.2,46.18889722066661
1728925965.727574,55.017,2.3,13.3,46.189912326496
1728926037.897296,54.53,6.6,13.3,46.191098813829065
1728926115.0677688,54.043,8.5,13.9,46.19228530116212
