log_time,image_time,log_image_difference
2024-10-06 15:43:06.592,2024-10-06 15:43:03,3.592
2024-10-06 15:46:28.021,2024-10-06 15:46:25,3.021
2024-10-06 15:49:51.289,2024-10-06 15:49:47,4.289
2024-10-06 15:53:12.736,2024-10-06 15:53:09,3.736
2024-10-06 15:56:34.173,2024-10-06 15:56:30,4.173
2024-10-06 15:59:55.448,2024-10-06 15:59:52,3.448
2024-10-06 16:03:17.925,2024-10-06 16:03:14,3.925
2024-10-06 16:06:39.281,2024-10-06 16:06:36,3.281
2024-10-06 16:10:01.552,2024-10-06 16:09:58,3.552
2024-10-06 16:13:23.015,2024-10-06 16:13:20,3.015
2024-10-06 16:16:44.420,2024-10-06 16:16:42,2.42
2024-10-06 16:20:07.680,2024-10-06 16:20:03,4.68
2024-10-06 16:23:29.094,2024-10-06 16:23:25,4.094
2024-10-06 16:26:50.499,2024-10-06 16:26:47,3.499
2024-10-06 16:30:12.778,2024-10-06 16:30:09,3.778
2024-10-06 16:33:34.191,2024-10-06 16:33:31,3.191
2024-10-06 16:36:55.637,2024-10-06 16:36:52,3.637
2024-10-06 16:40:17.924,2024-10-06 16:40:14,3.924
2024-10-06 16:43:39.560,2024-10-06 16:43:36,3.56
2024-10-06 16:47:01.996,2024-10-06 16:46:58,3.996
2024-10-06 16:50:23.228,2024-10-06 16:50:20,3.228
2024-10-06 16:53:44.715,2024-10-06 16:53:42,2.715
2024-10-06 16:57:06.129,2024-10-06 16:57:03,3.129
2024-10-06 17:00:29.422,2024-10-06 17:00:25,4.422
2024-10-06 17:03:50.852,2024-10-06 17:03:47,3.852
2024-10-06 17:07:15.323,2024-10-06 17:07:09,6.323
2024-10-06 17:10:34.601,2024-10-06 17:10:31,3.601
2024-10-06 17:13:56.014,2024-10-06 17:13:52,4.014
2024-10-06 17:17:17.410,2024-10-06 17:17:14,3.41
2024-10-06 17:20:39.747,2024-10-06 17:20:36,3.747
2024-10-06 17:24:01.152,2024-10-06 17:23:58,3.152
2024-10-06 17:27:23.579,2024-10-06 17:27:20,3.579
2024-10-06 17:30:44.860,2024-10-06 17:30:42,2.86
2024-10-06 17:34:06.282,2024-10-06 17:34:03,3.282
2024-10-06 17:37:29.690,2024-10-06 17:37:25,4.69
2024-10-06 17:40:50.966,2024-10-06 17:40:47,3.966
2024-10-06 17:44:12.396,2024-10-06 17:44:09,3.396
2024-10-06 17:47:37.817,2024-10-06 17:47:31,6.817
2024-10-06 17:50:56.089,2024-10-06 17:50:52,4.089
2024-10-06 17:54:17.560,2024-10-06 17:54:14,3.56
2024-10-06 17:57:38.982,2024-10-06 17:57:36,2.982
2024-10-06 18:01:02.234,2024-10-06 18:00:58,4.234
2024-10-06 18:04:23.664,2024-10-06 18:04:20,3.664
2024-10-06 18:07:45.102,2024-10-06 18:07:42,3.102
2024-10-06 18:11:07.348,2024-10-06 18:11:03,4.348
2024-10-06 18:14:28.762,2024-10-06 18:14:25,3.762
2024-10-06 18:17:50.208,2024-10-06 18:17:47,3.208
2024-10-06 18:21:12.463,2024-10-06 18:21:09,3.463
2024-10-06 18:24:34.016,2024-10-06 18:24:31,3.016
2024-10-06 18:27:55.446,2024-10-06 18:27:53,2.446
2024-10-06 18:31:18.706,2024-10-06 18:31:14,4.706
2024-10-06 18:34:40.136,2024-10-06 18:34:36,4.136
2024-10-06 18:38:01.525,2024-10-06 18:37:58,3.525
2024-10-06 18:41:23.788,2024-10-06 18:41:20,3.788
2024-10-06 18:44:45.218,2024-10-06 18:44:42,3.218
2024-10-06 18:48:06.639,2024-10-06 18:48:04,2.639
2024-10-06 18:51:28.910,2024-10-06 18:51:25,3.91
2024-10-06 18:54:51.420,2024-10-06 18:54:47,4.42
2024-10-06 18:58:12.858,2024-10-06 18:58:09,3.858
2024-10-06 19:01:35.129,2024-10-06 19:01:31,4.129
2024-10-06 19:04:56.633,2024-10-06 19:04:53,3.633
2024-10-06 19:08:18.071,2024-10-06 19:08:14,4.071
2024-10-06 19:11:39.344,2024-10-06 19:11:36,3.344
2024-10-06 19:15:01.805,2024-10-06 19:14:58,3.805
2024-10-06 19:18:25.213,2024-10-06 19:18:20,5.213
2024-10-06 19:21:47.649,2024-10-06 19:21:42,5.649
2024-10-06 19:25:06.869,2024-10-06 19:25:04,2.869
2024-10-06 19:28:29.313,2024-10-06 19:28:25,4.313
2024-10-06 19:31:53.719,2024-10-06 19:31:47,6.719
2024-10-06 19:35:15.009,2024-10-06 19:35:09,6.009
2024-10-06 19:38:34.468,2024-10-06 19:38:31,3.468
2024-10-06 19:41:56.920,2024-10-06 19:41:53,3.92
2024-10-06 19:45:18.202,2024-10-06 19:45:14,4.202
2024-10-06 19:48:39.640,2024-10-06 19:48:36,3.64
2024-10-06 19:52:02.067,2024-10-06 19:51:58,4.067
2024-10-06 19:55:24.338,2024-10-06 19:55:20,4.338
2024-10-06 19:58:45.768,2024-10-06 19:58:42,3.768
2024-10-06 20:02:07.289,2024-10-06 20:02:04,3.289
2024-10-06 20:05:30.550,2024-10-06 20:05:26,4.55
2024-10-06 20:08:50.990,2024-10-06 20:08:47,3.99
2024-10-06 20:12:13.500,2024-10-06 20:12:09,4.5
2024-10-06 20:15:34.757,2024-10-06 20:15:31,3.757
2024-10-06 20:18:56.179,2024-10-06 20:18:53,3.179
2024-10-06 20:22:18.590,2024-10-06 20:22:15,3.59
2024-10-06 20:25:39.863,2024-10-06 20:25:36,3.863
2024-10-06 20:29:01.252,2024-10-06 20:28:58,3.252
2024-10-06 20:32:23.696,2024-10-06 20:32:20,3.696
2024-10-06 20:35:45.959,2024-10-06 20:35:42,3.959
2024-10-06 20:39:07.356,2024-10-06 20:39:04,3.356
2024-10-06 20:42:29.784,2024-10-06 20:42:26,3.784
2024-10-06 20:45:51.049,2024-10-06 20:45:47,4.049
2024-10-06 20:49:13.444,2024-10-06 20:49:09,4.444
2024-10-06 20:52:34.866,2024-10-06 20:52:31,3.866
2024-10-06 20:55:57.136,2024-10-06 20:55:53,4.136
2024-10-06 20:59:17.536,2024-10-06 20:59:15,2.536
2024-10-06 21:02:40.013,2024-10-06 21:02:37,3.013
2024-10-06 21:06:02.251,2024-10-06 21:05:58,4.251
2024-10-06 21:09:23.664,2024-10-06 21:09:20,3.664
2024-10-06 21:12:46.091,2024-10-06 21:12:42,4.091
2024-10-06 21:16:07.357,2024-10-06 21:16:04,3.357
2024-10-06 21:19:29.809,2024-10-06 21:19:26,3.809
2024-10-06 21:22:51.239,2024-10-06 21:22:47,4.239
2024-10-06 21:26:12.545,2024-10-06 21:26:09,3.545
2024-10-06 21:29:34.981,2024-10-06 21:29:31,3.981
2024-10-06 21:32:56.435,2024-10-06 21:32:53,3.435
2024-10-06 21:36:17.717,2024-10-06 21:36:15,2.717
2024-10-06 21:39:40.169,2024-10-06 21:39:36,4.169
2024-10-06 21:43:01.649,2024-10-06 21:42:58,3.649
2024-10-06 21:46:22.922,2024-10-06 21:46:20,2.922
2024-10-06 21:49:45.547,2024-10-06 21:49:42,3.547
2024-10-06 21:53:06.969,2024-10-06 21:53:04,2.969
2024-10-06 21:56:28.234,2024-10-06 21:56:25,3.234
2024-10-06 21:59:50.637,2024-10-06 21:59:47,3.637
2024-10-06 22:03:12.149,2024-10-06 22:03:09,3.149
2024-10-06 22:06:34.495,2024-10-06 22:06:31,3.495
2024-10-06 22:09:56.947,2024-10-06 22:09:52,4.947
2024-10-06 22:13:18.369,2024-10-06 22:13:14,4.369
2024-10-06 22:16:39.650,2024-10-06 22:16:36,3.65
2024-10-06 22:20:04.056,2024-10-06 22:19:58,6.056
2024-10-06 22:23:23.493,2024-10-06 22:23:20,3.493
2024-10-06 22:26:44.775,2024-10-06 22:26:42,2.775
2024-10-06 22:30:06.246,2024-10-06 22:30:03,3.246
2024-10-06 22:33:28.673,2024-10-06 22:33:25,3.673
2024-10-06 22:36:49.979,2024-10-06 22:36:47,2.979
2024-10-06 22:40:11.368,2024-10-06 22:40:09,2.368
2024-10-06 22:43:33.837,2024-10-06 22:43:31,2.837
2024-10-06 22:46:56.108,2024-10-06 22:46:52,4.108
2024-10-06 22:50:18.575,2024-10-06 22:50:14,4.575
2024-10-06 22:53:39.996,2024-10-06 22:53:36,3.996
2024-10-06 22:57:01.245,2024-10-06 22:56:58,3.245
2024-10-06 23:00:23.705,2024-10-06 23:00:20,3.705
2024-10-06 23:03:45.126,2024-10-06 23:03:41,4.126
2024-10-06 23:07:06.416,2024-10-06 23:07:03,3.416
2024-10-06 23:10:28.818,2024-10-06 23:10:25,3.818
2024-10-06 23:13:50.264,2024-10-06 23:13:47,3.264
2024-10-06 23:17:11.505,2024-10-06 23:17:09,2.505
2024-10-06 23:20:33.907,2024-10-06 23:20:30,3.907
2024-10-06 23:23:55.378,2024-10-06 23:23:52,3.378
2024-10-06 23:27:17.648,2024-10-06 23:27:14,3.648
2024-10-06 23:30:40.100,2024-10-06 23:30:36,4.1
2024-10-06 23:34:01.522,2024-10-06 23:33:58,3.522
2024-10-06 23:37:22.786,2024-10-06 23:37:19,3.786
2024-10-06 23:40:44.241,2024-10-06 23:40:41,3.241
2024-10-06 23:44:06.643,2024-10-06 23:44:03,3.643
2024-10-06 23:47:27.917,2024-10-06 23:47:25,2.917
2024-10-06 23:50:50.319,2024-10-06 23:50:46,4.319
2024-10-06 23:54:12.755,2024-10-06 23:54:08,4.755
2024-10-06 23:57:34.078,2024-10-06 23:57:30,4.078
2024-10-07 00:00:55.483,2024-10-07 00:00:52,3.483
2024-10-07 00:04:17.960,2024-10-07 00:04:14,3.96
2024-10-07 00:07:39.225,2024-10-07 00:07:35,4.225
2024-10-07 00:11:00.647,2024-10-07 00:10:57,3.647
2024-10-07 00:14:23.396,2024-10-07 00:14:19,4.396
2024-10-07 00:17:44.669,2024-10-07 00:17:41,3.669
2024-10-07 00:21:06.173,2024-10-07 00:21:03,3.173
2024-10-07 00:24:27.570,2024-10-07 00:24:24,3.57
2024-10-07 00:27:50.846,2024-10-07 00:27:46,4.846
2024-10-07 00:31:14.404,2024-10-07 00:31:08,6.404
2024-10-07 00:34:33.831,2024-10-07 00:34:30,3.831
2024-10-07 00:37:55.104,2024-10-07 00:37:52,3.104
2024-10-07 00:41:16.501,2024-10-07 00:41:13,3.501
2024-10-07 00:44:37.940,2024-10-07 00:44:35,2.94
2024-10-07 00:48:01.183,2024-10-07 00:47:57,4.183
2024-10-07 00:51:22.638,2024-10-07 00:51:19,3.638
2024-10-07 00:54:44.076,2024-10-07 00:54:41,3.076
2024-10-07 00:58:06.355,2024-10-07 00:58:02,4.355
2024-10-07 01:01:27.769,2024-10-07 01:01:24,3.769
2024-10-07 01:04:49.182,2024-10-07 01:04:46,3.182
2024-10-07 01:08:11.452,2024-10-07 01:08:08,3.452
2024-10-07 01:11:32.873,2024-10-07 01:11:30,2.873
2024-10-07 01:14:54.278,2024-10-07 01:14:51,3.278
2024-10-07 01:18:16.598,2024-10-07 01:18:13,3.598
2024-10-07 01:21:38.069,2024-10-07 01:21:35,3.069
2024-10-07 01:24:59.507,2024-10-07 01:24:57,2.507
2024-10-07 01:28:21.811,2024-10-07 01:28:19,2.811
2024-10-07 01:31:44.238,2024-10-07 01:31:40,4.238
2024-10-07 01:35:06.657,2024-10-07 01:35:02,4.657
2024-10-07 01:38:27.922,2024-10-07 01:38:24,3.922
2024-10-07 01:41:49.361,2024-10-07 01:41:46,3.361
2024-10-07 01:45:12.802,2024-10-07 01:45:08,4.802
2024-10-07 01:48:33.045,2024-10-07 01:48:29,4.045
2024-10-07 01:51:54.475,2024-10-07 01:51:51,3.475
2024-10-07 01:55:16.944,2024-10-07 01:55:13,3.944
2024-10-07 01:58:38.225,2024-10-07 01:58:35,3.225
2024-10-07 02:01:59.622,2024-10-07 02:01:56,3.622
2024-10-07 02:05:24.036,2024-10-07 02:05:18,6.036
2024-10-07 02:08:43.298,2024-10-07 02:08:40,3.298
2024-10-07 02:12:04.719,2024-10-07 02:12:02,2.719
2024-10-07 02:15:28.176,2024-10-07 02:15:24,4.176
2024-10-07 02:18:49.482,2024-10-07 02:18:45,4.482
2024-10-07 02:22:10.936,2024-10-07 02:22:07,3.936
2024-10-07 02:25:33.346,2024-10-07 02:25:29,4.346
2024-10-07 02:28:54.603,2024-10-07 02:28:51,3.603
2024-10-07 02:32:15.999,2024-10-07 02:32:13,2.999
2024-10-07 02:35:38.591,2024-10-07 02:35:34,4.591
2024-10-07 02:38:59.856,2024-10-07 02:38:56,3.856
2024-10-07 02:42:21.302,2024-10-07 02:42:18,3.302
2024-10-07 02:45:43.721,2024-10-07 02:45:40,3.721
2024-10-07 02:49:04.978,2024-10-07 02:49:02,2.978
2024-10-07 02:52:26.483,2024-10-07 02:52:23,3.483
2024-10-07 02:55:48.951,2024-10-07 02:55:45,3.951
2024-10-07 02:59:10.208,2024-10-07 02:59:07,3.208
2024-10-07 03:02:31.778,2024-10-07 03:02:29,2.778
2024-10-07 03:05:54.230,2024-10-07 03:05:51,3.23
2024-10-07 03:09:18.663,2024-10-07 03:09:12,6.663
2024-10-07 03:12:37.916,2024-10-07 03:12:34,3.916
2024-10-07 03:15:59.371,2024-10-07 03:15:56,3.371
2024-10-07 03:19:23.777,2024-10-07 03:19:18,5.777
2024-10-07 03:22:43.088,2024-10-07 03:22:40,3.088
2024-10-07 03:26:04.543,2024-10-07 03:26:01,3.543
2024-10-07 03:29:28.933,2024-10-07 03:29:23,5.933
2024-10-07 03:32:49.209,2024-10-07 03:32:45,4.209
2024-10-07 03:36:10.631,2024-10-07 03:36:07,3.631
2024-10-07 03:39:33.083,2024-10-07 03:39:29,4.083
2024-10-07 03:42:54.348,2024-10-07 03:42:50,4.348
2024-10-07 03:46:15.787,2024-10-07 03:46:12,3.787
2024-10-07 03:49:40.176,2024-10-07 03:49:34,6.176
2024-10-07 03:52:59.454,2024-10-07 03:52:56,3.454
2024-10-07 03:56:20.867,2024-10-07 03:56:18,2.867
2024-10-07 03:59:43.368,2024-10-07 03:59:39,4.368
2024-10-07 04:03:04.641,2024-10-07 04:03:01,3.641
2024-10-07 04:06:26.037,2024-10-07 04:06:23,3.037
2024-10-07 04:09:48.464,2024-10-07 04:09:45,3.464
2024-10-07 04:13:09.729,2024-10-07 04:13:07,2.729
2024-10-07 04:16:31.291,2024-10-07 04:16:28,3.291
2024-10-07 04:19:53.726,2024-10-07 04:19:50,3.726
2024-10-07 04:23:16.013,2024-10-07 04:23:12,4.013
2024-10-07 04:26:37.426,2024-10-07 04:26:34,3.426
2024-10-07 04:29:59.862,2024-10-07 04:29:56,3.862
2024-10-07 04:33:21.136,2024-10-07 04:33:17,4.136
2024-10-07 04:36:42.533,2024-10-07 04:36:39,3.533
2024-10-07 04:40:04.953,2024-10-07 04:40:01,3.953
2024-10-07 04:43:26.218,2024-10-07 04:43:23,3.218
2024-10-07 04:46:48.587,2024-10-07 04:46:45,3.587
2024-10-07 04:50:10.108,2024-10-07 04:50:06,4.108
2024-10-07 04:53:31.373,2024-10-07 04:53:28,3.373
2024-10-07 04:56:53.883,2024-10-07 04:56:50,3.883
2024-10-07 05:00:15.329,2024-10-07 05:00:12,3.329
2024-10-07 05:03:36.602,2024-10-07 05:03:34,2.602
2024-10-07 05:06:59.095,2024-10-07 05:06:55,4.095
2024-10-07 05:10:20.508,2024-10-07 05:10:17,3.508
2024-10-07 05:13:42.778,2024-10-07 05:13:39,3.778
2024-10-07 05:17:04.208,2024-10-07 05:17:01,3.208
2024-10-07 05:20:25.629,2024-10-07 05:20:23,2.629
2024-10-07 05:23:48.914,2024-10-07 05:23:45,3.914
2024-10-07 05:27:10.369,2024-10-07 05:27:06,4.369
2024-10-07 05:30:31.790,2024-10-07 05:30:28,3.79
2024-10-07 05:33:54.052,2024-10-07 05:33:50,4.052
2024-10-07 05:37:15.474,2024-10-07 05:37:12,3.474
2024-10-07 05:40:36.913,2024-10-07 05:40:33,3.913
2024-10-07 05:43:59.184,2024-10-07 05:43:55,4.184
2024-10-07 05:47:20.589,2024-10-07 05:47:17,3.589
2024-10-07 05:50:42.011,2024-10-07 05:50:39,3.011
2024-10-07 05:54:04.282,2024-10-07 05:54:01,3.282
2024-10-07 05:57:25.696,2024-10-07 05:57:23,2.696
2024-10-07 06:00:48.115,2024-10-07 06:00:44,4.115
2024-10-07 06:04:10.361,2024-10-07 06:04:06,4.361
2024-10-07 06:07:31.807,2024-10-07 06:07:28,3.807
2024-10-07 06:10:54.267,2024-10-07 06:10:50,4.267
2024-10-07 06:14:15.540,2024-10-07 06:14:12,3.54
2024-10-07 06:17:36.969,2024-10-07 06:17:33,3.969
2024-10-07 06:20:59.462,2024-10-07 06:20:55,4.462
2024-10-07 06:24:20.735,2024-10-07 06:24:17,3.735
2024-10-07 06:27:42.189,2024-10-07 06:27:39,3.189
2024-10-07 06:31:04.682,2024-10-07 06:31:01,3.682
2024-10-07 06:34:25.955,2024-10-07 06:34:22,3.955
2024-10-07 06:37:48.366,2024-10-07 06:37:44,4.366
2024-10-07 06:41:09.771,2024-10-07 06:41:06,3.771
2024-10-07 06:44:31.019,2024-10-07 06:44:28,3.019
2024-10-07 06:47:55.434,2024-10-07 06:47:50,5.434
2024-10-07 06:51:14.842,2024-10-07 06:51:11,3.842
2024-10-07 06:54:36.115,2024-10-07 06:54:33,3.115
2024-10-07 06:57:58.518,2024-10-07 06:57:55,3.518
2024-10-07 07:01:19.956,2024-10-07 07:01:17,2.956
2024-10-07 07:04:42.235,2024-10-07 07:04:38,4.235
2024-10-07 07:08:04.761,2024-10-07 07:08:00,4.761
2024-10-07 07:11:26.175,2024-10-07 07:11:22,4.175
2024-10-07 07:14:47.440,2024-10-07 07:14:44,3.44
2024-10-07 07:18:11.870,2024-10-07 07:18:06,5.87
2024-10-07 07:21:31.281,2024-10-07 07:21:27,4.281
2024-10-07 07:24:52.546,2024-10-07 07:24:49,3.546
2024-10-07 07:28:14.916,2024-10-07 07:28:11,3.916
2024-10-07 07:31:36.618,2024-10-07 07:31:33,3.618
2024-10-07 07:34:57.875,2024-10-07 07:34:55,2.875
2024-10-07 07:38:20.600,2024-10-07 07:38:16,4.6
2024-10-07 07:41:42.054,2024-10-07 07:41:38,4.054
2024-10-07 07:45:04.350,2024-10-07 07:45:00,4.35
2024-10-07 07:48:25.821,2024-10-07 07:48:22,3.821
2024-10-07 07:51:47.234,2024-10-07 07:51:44,3.234
2024-10-07 07:55:09.537,2024-10-07 07:55:05,4.537
2024-10-07 07:58:30.958,2024-10-07 07:58:27,3.958
2024-10-07 08:01:52.412,2024-10-07 08:01:49,3.412
2024-10-07 08:05:14.740,2024-10-07 08:05:11,3.74
2024-10-07 08:08:36.161,2024-10-07 08:08:33,3.161
2024-10-07 08:11:57.649,2024-10-07 08:11:55,2.649
2024-10-07 08:15:19.944,2024-10-07 08:15:16,3.944
2024-10-07 08:18:41.366,2024-10-07 08:18:38,3.366
2024-10-07 08:22:02.812,2024-10-07 08:22:00,2.812
2024-10-07 08:25:25.124,2024-10-07 08:25:22,3.124
2024-10-07 08:28:46.537,2024-10-07 08:28:43,3.537
2024-10-07 08:32:08.932,2024-10-07 08:32:05,3.932
2024-10-07 08:35:31.236,2024-10-07 08:35:27,4.236
2024-10-07 08:38:52.715,2024-10-07 08:38:49,3.715
2024-10-07 08:42:15.150,2024-10-07 08:42:11,4.15
2024-10-07 08:45:36.440,2024-10-07 08:45:33,3.44
2024-10-07 08:48:57.944,2024-10-07 08:48:54,3.944
2024-10-07 08:52:19.564,2024-10-07 08:52:16,3.564
2024-10-07 08:55:41.820,2024-10-07 08:55:38,3.82
2024-10-07 08:59:06.267,2024-10-07 08:59:00,6.267
2024-10-07 09:02:25.792,2024-10-07 09:02:22,3.792
2024-10-07 09:05:47.074,2024-10-07 09:05:43,4.074
2024-10-07 09:09:09.484,2024-10-07 09:09:05,4.484
2024-10-07 09:12:30.906,2024-10-07 09:12:27,3.906
2024-10-07 09:15:52.179,2024-10-07 09:15:49,3.179
2024-10-07 09:19:14.631,2024-10-07 09:19:11,3.631
2024-10-07 09:22:36.052,2024-10-07 09:22:32,4.052
2024-10-07 09:25:57.342,2024-10-07 09:25:54,3.342
2024-10-07 09:29:19.769,2024-10-07 09:29:16,3.769
2024-10-07 09:32:41.166,2024-10-07 09:32:38,3.166
2024-10-07 09:36:02.431,2024-10-07 09:36:00,2.431
2024-10-07 09:39:24.875,2024-10-07 09:39:21,3.875
2024-10-07 09:42:46.272,2024-10-07 09:42:43,3.272
2024-10-07 09:46:11.560,2024-10-07 09:46:05,6.56
2024-10-07 09:49:30.978,2024-10-07 09:49:27,3.978
2024-10-07 09:52:52.375,2024-10-07 09:52:49,3.375
2024-10-07 09:56:14.629,2024-10-07 09:56:11,3.629
2024-10-07 09:59:36.092,2024-10-07 09:59:32,4.092
2024-10-07 10:02:57.497,2024-10-07 10:02:54,3.497
2024-10-07 10:06:19.768,2024-10-07 10:06:16,3.768
2024-10-07 10:09:41.173,2024-10-07 10:09:38,3.173
2024-10-07 10:13:02.603,2024-10-07 10:13:00,2.603
2024-10-07 10:16:24.866,2024-10-07 10:16:21,3.866
2024-10-07 10:19:46.428,2024-10-07 10:19:43,3.428
2024-10-07 10:23:07.882,2024-10-07 10:23:05,2.882
2024-10-07 10:26:31.151,2024-10-07 10:26:27,4.151
2024-10-07 10:29:52.564,2024-10-07 10:29:49,3.564
2024-10-07 10:33:14.983,2024-10-07 10:33:11,3.983
2024-10-07 10:36:36.240,2024-10-07 10:36:32,4.24
2024-10-07 10:39:57.703,2024-10-07 10:39:54,3.703
2024-10-07 10:43:20.179,2024-10-07 10:43:16,4.179
2024-10-07 10:46:41.444,2024-10-07 10:46:38,3.444
2024-10-07 10:50:02.815,2024-10-07 10:50:00,2.815
2024-10-07 10:53:25.251,2024-10-07 10:53:21,4.251
2024-10-07 10:56:46.532,2024-10-07 10:56:43,3.532
2024-10-07 11:00:08.002,2024-10-07 11:00:05,3.002
2024-10-07 11:03:30.413,2024-10-07 11:03:27,3.413
2024-10-07 11:06:51.686,2024-10-07 11:06:49,2.686
2024-10-07 11:10:14.146,2024-10-07 11:10:11,3.146
2024-10-07 11:13:35.584,2024-10-07 11:13:32,3.584
2024-10-07 11:16:57.847,2024-10-07 11:16:54,3.847
2024-10-07 11:20:20.283,2024-10-07 11:20:16,4.283
2024-10-07 11:23:41.671,2024-10-07 11:23:38,3.671
2024-10-07 11:27:06.110,2024-10-07 11:27:00,6.11
2024-10-07 11:30:25.372,2024-10-07 11:30:21,4.372
2024-10-07 11:33:46.810,2024-10-07 11:33:43,3.81
2024-10-07 11:37:11.241,2024-10-07 11:37:05,6.241
2024-10-07 11:40:30.511,2024-10-07 11:40:27,3.511
2024-10-07 11:43:51.932,2024-10-07 11:43:49,2.932
2024-10-07 11:47:15.382,2024-10-07 11:47:11,4.382
2024-10-07 11:50:35.666,2024-10-07 11:50:32,3.666
2024-10-07 11:54:00.105,2024-10-07 11:53:54,6.105
2024-10-07 11:57:20.488,2024-10-07 11:57:16,4.488
2024-10-07 12:00:41.786,2024-10-07 12:00:38,3.786
2024-10-07 12:04:06.183,2024-10-07 12:04:00,6.183
2024-10-07 12:07:25.610,2024-10-07 12:07:22,3.61
2024-10-07 12:10:46.875,2024-10-07 12:10:43,3.875
2024-10-07 12:14:09.294,2024-10-07 12:14:05,4.294
2024-10-07 12:17:30.699,2024-10-07 12:17:27,3.699
2024-10-07 12:20:52.005,2024-10-07 12:20:49,3.005
2024-10-07 12:24:14.441,2024-10-07 12:24:11,3.441
2024-10-07 12:27:35.879,2024-10-07 12:27:32,3.879
2024-10-07 12:30:57.119,2024-10-07 12:30:54,3.119
2024-10-07 12:34:19.538,2024-10-07 12:34:16,3.538
2024-10-07 12:37:41.966,2024-10-07 12:37:38,3.966
2024-10-07 12:41:03.222,2024-10-07 12:41:00,3.222
2024-10-07 12:44:25.658,2024-10-07 12:44:22,3.658
2024-10-07 12:47:47.071,2024-10-07 12:47:43,4.071
2024-10-07 12:51:08.361,2024-10-07 12:51:05,3.361
2024-10-07 12:54:30.780,2024-10-07 12:54:27,3.78
2024-10-07 12:57:52.202,2024-10-07 12:57:49,3.202
2024-10-07 13:01:14.464,2024-10-07 13:01:11,3.464
2024-10-07 13:04:35.878,2024-10-07 13:04:32,3.878
2024-10-07 13:07:57.308,2024-10-07 13:07:54,3.308
2024-10-07 13:11:20.552,2024-10-07 13:11:16,4.552
2024-10-07 13:14:41.957,2024-10-07 13:14:38,3.957
2024-10-07 13:18:03.412,2024-10-07 13:18:00,3.412
2024-10-07 13:21:25.683,2024-10-07 13:21:21,4.683
2024-10-07 13:24:47.096,2024-10-07 13:24:43,4.096
2024-10-07 13:28:08.518,2024-10-07 13:28:05,3.518
2024-10-07 13:31:30.782,2024-10-07 13:31:27,3.782
2024-10-07 13:34:52.220,2024-10-07 13:34:49,3.22
2024-10-07 13:38:13.659,2024-10-07 13:38:11,2.659
2024-10-07 13:41:36.936,2024-10-07 13:41:33,3.936
2024-10-07 13:44:58.398,2024-10-07 13:44:54,4.398
2024-10-07 13:48:19.862,2024-10-07 13:48:16,3.862
2024-10-07 13:51:42.149,2024-10-07 13:51:38,4.149
2024-10-07 13:55:03.554,2024-10-07 13:55:00,3.554
2024-10-07 13:58:24.951,2024-10-07 13:58:22,2.951
2024-10-07 14:01:47.239,2024-10-07 14:01:43,4.239
2024-10-07 14:05:08.660,2024-10-07 14:05:05,3.66
2024-10-07 14:08:33.091,2024-10-07 14:08:27,6.091
2024-10-07 14:11:52.352,2024-10-07 14:11:49,3.352
2024-10-07 14:15:13.815,2024-10-07 14:15:11,2.815
2024-10-07 14:18:36.250,2024-10-07 14:18:33,3.25
2024-10-07 14:21:58.529,2024-10-07 14:21:54,4.529
2024-10-07 14:25:19.926,2024-10-07 14:25:16,3.926
2024-10-07 14:28:42.337,2024-10-07 14:28:38,4.337
2024-10-07 14:32:03.602,2024-10-07 14:32:00,3.602
2024-10-07 14:35:24.974,2024-10-07 14:35:22,2.974
2024-10-07 14:38:47.410,2024-10-07 14:38:44,3.41
2024-10-07 14:42:08.675,2024-10-07 14:42:05,3.675
2024-10-07 14:42:52.896,2024-10-07 14:42:50,2.896
2024-10-07 14:45:30.129,2024-10-07 14:45:27,3.129
2024-10-07 14:48:53.554,2024-10-07 14:48:49,4.554
2024-10-07 14:52:14.819,2024-10-07 14:52:11,3.819
2024-10-07 14:55:36.290,2024-10-07 14:55:33,3.29
2024-10-07 14:56:51.535,2024-10-07 14:56:48,3.535
2024-10-07 14:58:58.825,2024-10-07 14:58:55,3.825
2024-10-07 15:00:35.900,2024-10-07 15:00:32,3.9
2024-10-07 15:02:20.181,2024-10-07 15:02:16,4.181
2024-10-07 15:05:08.601,2024-10-07 15:05:05,3.601
2024-10-07 15:05:41.685,2024-10-07 15:05:38,3.685
2024-10-07 15:06:02.740,2024-10-07 15:05:59,3.74
2024-10-07 15:09:03.238,2024-10-07 15:09:00,3.238
2024-10-07 15:10:13.322,2024-10-07 15:10:10,3.322
2024-10-07 15:10:38.392,2024-10-07 15:10:35,3.392
2024-10-07 15:12:25.673,2024-10-07 15:12:22,3.673
2024-10-07 15:14:36.921,2024-10-07 15:14:33,3.921
2024-10-07 15:14:51.134,2024-10-07 15:14:47,4.134
2024-10-07 15:15:01.200,2024-10-07 15:14:58,3.2
2024-10-07 15:15:39.272,2024-10-07 15:15:36,3.272
2024-10-07 15:15:47.343,2024-10-07 15:15:44,3.343
2024-10-07 15:16:22.397,2024-10-07 15:16:19,3.397
2024-10-07 15:19:08.806,2024-10-07 15:19:05,3.806
2024-10-07 15:19:43.876,2024-10-07 15:19:41,2.876
2024-10-07 15:20:08.947,2024-10-07 15:20:05,3.947
2024-10-07 15:20:18.007,2024-10-07 15:20:15,3.007
